DATE_ET,WEBSITE_ID,PRICE_FLOOR,COUNTRY_GROUP,AUCTIONS,IMPS,PERC_MAKEUP
2026-02-28,74058,0.04,GDPR,817,659,0.008274
2026-02-28,74058,0.05,GDPR,65,30,0.000658
2026-02-28,74058,0.06,GDPR,156,128,0.001580
2026-02-28,74058,0.08,GDPR,35,4,0.000354
2026-02-28,74058,0.09,GDPR,908,369,0.009196
2026-02-28,74058,0.1,GDPR,1209,1046,0.012244
2026-02-28,74058,0.11,GDPR,6049,4820,0.061261
2026-02-28,74058,0.12,GDPR,666,551,0.006745
2026-02-28,74058,0.13,GDPR,682,620,0.006907
2026-02-28,74058,0.16,GDPR,12504,10000,0.126633
2026-02-28,74058,0.17,GDPR,435,411,0.004405
2026-02-28,74058,0.18,GDPR,5385,4844,0.054536
2026-02-28,74058,0.19,GDPR,2413,2188,0.024437
2026-02-28,74058,0.2,GDPR,526,467,0.005327
2026-02-28,74058,0.21,GDPR,222,193,0.002248
2026-02-28,74058,0.22,GDPR,6059,4819,0.061362
2026-02-28,74058,0.23,GDPR,76,74,0.000770
2026-02-28,74058,0.24,GDPR,73,42,0.000739
2026-02-28,74058,0.25,GDPR,46684,38077,0.472788
2026-02-28,74058,0.26,GDPR,7229,6202,0.073211
2026-02-28,74058,0.32,GDPR,1613,1354,0.016336
2026-02-28,74058,0.34,GDPR,87,85,0.000881
2026-02-28,74058,0.36,GDPR,650,622,0.006583
2026-02-28,74058,0.38,GDPR,303,212,0.003069
2026-02-28,74058,0.4,GDPR,27,25,0.000273
2026-02-28,74058,0.42,GDPR,19,15,0.000192
2026-02-28,74058,0.44,GDPR,502,449,0.005084
2026-02-28,74058,0.5,GDPR,2761,2190,0.027962
2026-02-28,74058,0.52,GDPR,586,476,0.005935
2026-02-28,74058,0.56,GDPR,1,1,0.000010
2026-02-28,74058,0.04,Other,17682,7005,0.017784
2026-02-28,74058,0.05,Other,138981,86776,0.139783
2026-02-28,74058,0.06,Other,714765,473518,0.718891
2026-02-28,74058,0.07,Other,55705,41963,0.056027
2026-02-28,74058,0.08,Other,3510,2318,0.003530
2026-02-28,74058,0.09,Other,9057,6203,0.009109
2026-02-28,74058,0.1,Other,23993,16578,0.024131
2026-02-28,74058,0.11,Other,24,13,0.000024
2026-02-28,74058,0.12,Other,24107,14667,0.024246
2026-02-28,74058,0.13,Other,1,0,0.000001
2026-02-28,74058,0.14,Other,2111,1612,0.002123
2026-02-28,74058,0.15,Other,1,0,0.000001
2026-02-28,74058,0.16,Other,361,246,0.000363
2026-02-28,74058,0.17,Other,57,56,0.000057
2026-02-28,74058,0.18,Other,415,271,0.000417
2026-02-28,74058,0.19,Other,14,7,0.000014
2026-02-28,74058,0.2,Other,2210,1055,0.002223
2026-02-28,74058,0.25,Other,19,18,0.000019
2026-02-28,74058,0.29,Other,180,178,0.000181
2026-02-28,74058,0.31,Other,60,29,0.000060
2026-02-28,74058,0.34,Other,145,145,0.000146
2026-02-28,74058,0.46,Other,69,68,0.000069
2026-02-28,74058,0.5,Other,22,22,0.000022
2026-02-28,74058,0.51,Other,636,469,0.000640
2026-02-28,74058,0.52,Other,39,39,0.000039
2026-02-28,74058,0.58,Other,18,18,0.000018
2026-02-28,74058,0.62,Other,3,3,0.000003
2026-02-28,74058,0.68,Other,1,1,0.000001
2026-02-28,74058,0.92,Other,3,2,0.000003
2026-02-28,74058,1.02,Other,71,23,0.000071
2026-02-28,74058,1.04,Other,1,1,0.000001
2026-02-28,74058,0.04,TIER_1,455,426,0.006010
2026-02-28,74058,0.05,TIER_1,375,370,0.004954
2026-02-28,74058,0.06,TIER_1,1512,1232,0.019973
2026-02-28,74058,0.07,TIER_1,234,225,0.003091
2026-02-28,74058,0.08,TIER_1,1,1,0.000013
2026-02-28,74058,0.09,TIER_1,3,3,0.000040
2026-02-28,74058,0.1,TIER_1,15,14,0.000198
2026-02-28,74058,0.11,TIER_1,3,3,0.000040
2026-02-28,74058,0.12,TIER_1,107,56,0.001413
2026-02-28,74058,0.13,TIER_1,2,2,0.000026
2026-02-28,74058,0.14,TIER_1,4,4,0.000053
2026-02-28,74058,0.16,TIER_1,150,135,0.001981
2026-02-28,74058,0.17,TIER_1,834,784,0.011017
2026-02-28,74058,0.18,TIER_1,9,9,0.000119
2026-02-28,74058,0.2,TIER_1,256,238,0.003382
2026-02-28,74058,0.23,TIER_1,5,4,0.000066
2026-02-28,74058,0.25,TIER_1,559,546,0.007384
2026-02-28,74058,0.27,TIER_1,448,418,0.005918
2026-02-28,74058,0.28,TIER_1,166,160,0.002193
2026-02-28,74058,0.29,TIER_1,5026,4965,0.066393
2026-02-28,74058,0.3,TIER_1,149,145,0.001968
2026-02-28,74058,0.31,TIER_1,1780,1732,0.023514
2026-02-28,74058,0.32,TIER_1,9,9,0.000119
2026-02-28,74058,0.34,TIER_1,11353,10784,0.149972
2026-02-28,74058,0.37,TIER_1,542,531,0.007160
2026-02-28,74058,0.38,TIER_1,47,43,0.000621
2026-02-28,74058,0.39,TIER_1,270,256,0.003567
2026-02-28,74058,0.4,TIER_1,37,33,0.000489
2026-02-28,74058,0.46,TIER_1,4918,4691,0.064966
2026-02-28,74058,0.5,TIER_1,1434,1380,0.018943
2026-02-28,74058,0.51,TIER_1,37202,35269,0.491433
2026-02-28,74058,0.52,TIER_1,2781,2648,0.036737
2026-02-28,74058,0.54,TIER_1,19,17,0.000251
2026-02-28,74058,0.56,TIER_1,4,4,0.000053
2026-02-28,74058,0.58,TIER_1,291,266,0.003844
2026-02-28,74058,0.6,TIER_1,5,5,0.000066
2026-02-28,74058,0.62,TIER_1,106,101,0.001400
2026-02-28,74058,0.63,TIER_1,15,14,0.000198
2026-02-28,74058,0.68,TIER_1,1364,1052,0.018018
2026-02-28,74058,0.92,TIER_1,564,419,0.007450
2026-02-28,74058,1,TIER_1,149,113,0.001968
2026-02-28,74058,1.02,TIER_1,2226,1528,0.029405
2026-02-28,74058,1.04,TIER_1,272,203,0.003593
2026-02-28,74058,0.04,USA,2487,2382,0.010915
2026-02-28,74058,0.09,USA,4,4,0.000018
2026-02-28,74058,0.14,USA,219,208,0.000961
2026-02-28,74058,0.16,USA,19,18,0.000083
2026-02-28,74058,0.18,USA,5,5,0.000022
2026-02-28,74058,0.21,USA,30,0,0.000132
2026-02-28,74058,0.24,USA,1412,1398,0.006197
2026-02-28,74058,0.28,USA,2,2,0.000009
2026-02-28,74058,0.3,USA,253,250,0.001110
2026-02-28,74058,0.32,USA,1,1,0.000004
2026-02-28,74058,0.34,USA,3,3,0.000013
2026-02-28,74058,0.35,USA,37,30,0.000162
2026-02-28,74058,0.37,USA,114,78,0.000500
2026-02-28,74058,0.39,USA,1245,1093,0.005464
2026-02-28,74058,0.4,USA,1,1,0.000004
2026-02-28,74058,0.41,USA,546,541,0.002396
2026-02-28,74058,0.42,USA,91,68,0.000399
2026-02-28,74058,0.44,USA,80,69,0.000351
2026-02-28,74058,0.45,USA,19,15,0.000083
2026-02-28,74058,0.46,USA,412,410,0.001808
2026-02-28,74058,0.48,USA,20,20,0.000088
2026-02-28,74058,0.5,USA,29,28,0.000127
2026-02-28,74058,0.51,USA,7527,7299,0.033036
2026-02-28,74058,0.53,USA,2,2,0.000009
2026-02-28,74058,0.54,USA,1,1,0.000004
2026-02-28,74058,0.55,USA,13,12,0.000057
2026-02-28,74058,0.59,USA,55,48,0.000241
2026-02-28,74058,0.6,USA,24,24,0.000105
2026-02-28,74058,0.61,USA,904,875,0.003968
2026-02-28,74058,0.65,USA,93,92,0.000408
2026-02-28,74058,0.66,USA,2242,2183,0.009840
2026-02-28,74058,0.67,USA,4,4,0.000018
2026-02-28,74058,0.7,USA,194554,189144,0.853891
2026-02-28,74058,0.74,USA,76,65,0.000334
2026-02-28,74058,0.78,USA,166,130,0.000729
2026-02-28,74058,0.82,USA,4,4,0.000018
2026-02-28,74058,0.84,USA,2,2,0.000009
2026-02-28,74058,0.88,USA,1,1,0.000004
2026-02-28,74058,1.02,USA,569,417,0.002497
2026-02-28,74058,1.07,USA,1,1,0.000004
2026-02-28,74058,1.14,USA,13,13,0.000057
2026-02-28,74058,1.18,USA,1,1,0.000004
2026-02-28,74058,1.22,USA,42,31,0.000184
2026-02-28,74058,1.32,USA,251,190,0.001102
2026-02-28,74058,1.4,USA,14270,13223,0.062631
2026-03-01,74058,0.04,GDPR,719,570,0.007713
2026-03-01,74058,0.05,GDPR,275,126,0.002950
2026-03-01,74058,0.06,GDPR,22,18,0.000236
2026-03-01,74058,0.08,GDPR,32,1,0.000343
2026-03-01,74058,0.09,GDPR,602,264,0.006458
2026-03-01,74058,0.1,GDPR,1173,855,0.012583
2026-03-01,74058,0.11,GDPR,5663,4675,0.060747
2026-03-01,74058,0.12,GDPR,580,503,0.006222
2026-03-01,74058,0.13,GDPR,733,625,0.007863
2026-03-01,74058,0.16,GDPR,12456,9080,0.133615
2026-03-01,74058,0.17,GDPR,457,417,0.004902
2026-03-01,74058,0.18,GDPR,5772,4966,0.061916
2026-03-01,74058,0.19,GDPR,2229,1728,0.023910
2026-03-01,74058,0.2,GDPR,472,414,0.005063
2026-03-01,74058,0.21,GDPR,214,184,0.002296
2026-03-01,74058,0.22,GDPR,5573,4380,0.059781
2026-03-01,74058,0.23,GDPR,86,85,0.000923
2026-03-01,74058,0.24,GDPR,17,8,0.000182
2026-03-01,74058,0.25,GDPR,41931,33339,0.449792
2026-03-01,74058,0.26,GDPR,6397,5456,0.068620
2026-03-01,74058,0.32,GDPR,2245,1567,0.024082
2026-03-01,74058,0.34,GDPR,85,82,0.000912
2026-03-01,74058,0.36,GDPR,561,529,0.006018
2026-03-01,74058,0.38,GDPR,219,161,0.002349
2026-03-01,74058,0.4,GDPR,45,38,0.000483
2026-03-01,74058,0.42,GDPR,30,28,0.000322
2026-03-01,74058,0.44,GDPR,630,517,0.006758
2026-03-01,74058,0.5,GDPR,3356,2578,0.036000
2026-03-01,74058,0.52,GDPR,648,527,0.006951
2026-03-01,74058,0.54,GDPR,1,1,0.000011
2026-03-01,74058,0.04,Other,16491,6354,0.018424
2026-03-01,74058,0.05,Other,110779,66315,0.123761
2026-03-01,74058,0.06,Other,648384,403446,0.724370
2026-03-01,74058,0.07,Other,49838,36008,0.055679
2026-03-01,74058,0.08,Other,3799,2386,0.004244
2026-03-01,74058,0.09,Other,8524,5312,0.009523
2026-03-01,74058,0.1,Other,27323,17753,0.030525
2026-03-01,74058,0.11,Other,49,19,0.000055
2026-03-01,74058,0.12,Other,23685,14544,0.026461
2026-03-01,74058,0.14,Other,2444,1811,0.002730
2026-03-01,74058,0.16,Other,352,208,0.000393
2026-03-01,74058,0.17,Other,20,18,0.000022
2026-03-01,74058,0.18,Other,323,152,0.000361
2026-03-01,74058,0.19,Other,68,8,0.000076
2026-03-01,74058,0.2,Other,1953,1104,0.002182
2026-03-01,74058,0.22,Other,1,1,0.000001
2026-03-01,74058,0.25,Other,22,22,0.000025
2026-03-01,74058,0.29,Other,277,268,0.000309
2026-03-01,74058,0.3,Other,1,0,0.000001
2026-03-01,74058,0.31,Other,39,32,0.000044
2026-03-01,74058,0.34,Other,58,55,0.000065
2026-03-01,74058,0.46,Other,55,55,0.000061
2026-03-01,74058,0.5,Other,13,13,0.000015
2026-03-01,74058,0.51,Other,406,342,0.000454
2026-03-01,74058,0.52,Other,27,27,0.000030
2026-03-01,74058,0.53,Other,35,0,0.000039
2026-03-01,74058,0.58,Other,3,3,0.000003
2026-03-01,74058,0.62,Other,1,1,0.000001
2026-03-01,74058,0.92,Other,1,0,0.000001
2026-03-01,74058,1,Other,1,1,0.000001
2026-03-01,74058,1.02,Other,126,36,0.000141
2026-03-01,74058,1.04,Other,3,1,0.000003
2026-03-01,74058,0.04,TIER_1,1508,1300,0.014034
2026-03-01,74058,0.05,TIER_1,138,132,0.001284
2026-03-01,74058,0.06,TIER_1,1362,1199,0.012675
2026-03-01,74058,0.07,TIER_1,381,357,0.003546
2026-03-01,74058,0.08,TIER_1,17,17,0.000158
2026-03-01,74058,0.09,TIER_1,9,9,0.000084
2026-03-01,74058,0.1,TIER_1,45,45,0.000419
2026-03-01,74058,0.12,TIER_1,52,48,0.000484
2026-03-01,74058,0.14,TIER_1,5,5,0.000047
2026-03-01,74058,0.15,TIER_1,1,1,0.000009
2026-03-01,74058,0.16,TIER_1,88,78,0.000819
2026-03-01,74058,0.17,TIER_1,1514,1299,0.014090
2026-03-01,74058,0.18,TIER_1,29,26,0.000270
2026-03-01,74058,0.2,TIER_1,806,724,0.007501
2026-03-01,74058,0.23,TIER_1,10,8,0.000093
2026-03-01,74058,0.25,TIER_1,748,718,0.006961
2026-03-01,74058,0.26,TIER_1,4,4,0.000037
2026-03-01,74058,0.27,TIER_1,538,519,0.005007
2026-03-01,74058,0.28,TIER_1,426,412,0.003964
2026-03-01,74058,0.29,TIER_1,7739,7536,0.072021
2026-03-01,74058,0.3,TIER_1,125,118,0.001163
2026-03-01,74058,0.31,TIER_1,2495,2397,0.023219
2026-03-01,74058,0.32,TIER_1,2,2,0.000019
2026-03-01,74058,0.34,TIER_1,12245,11261,0.113955
2026-03-01,74058,0.37,TIER_1,221,190,0.002057
2026-03-01,74058,0.38,TIER_1,7,7,0.000065
2026-03-01,74058,0.39,TIER_1,57,57,0.000530
2026-03-01,74058,0.4,TIER_1,148,138,0.001377
2026-03-01,74058,0.46,TIER_1,6339,5956,0.058992
2026-03-01,74058,0.5,TIER_1,1993,1903,0.018547
2026-03-01,74058,0.51,TIER_1,57329,53924,0.533516
2026-03-01,74058,0.52,TIER_1,4323,4126,0.040231
2026-03-01,74058,0.54,TIER_1,43,31,0.000400
2026-03-01,74058,0.56,TIER_1,3,3,0.000028
2026-03-01,74058,0.58,TIER_1,572,510,0.005323
2026-03-01,74058,0.6,TIER_1,10,10,0.000093
2026-03-01,74058,0.62,TIER_1,257,242,0.002392
2026-03-01,74058,0.63,TIER_1,52,49,0.000484
2026-03-01,74058,0.68,TIER_1,1310,1176,0.012191
2026-03-01,74058,0.92,TIER_1,649,513,0.006040
2026-03-01,74058,1,TIER_1,166,123,0.001545
2026-03-01,74058,1.02,TIER_1,3302,2270,0.030729
2026-03-01,74058,1.04,TIER_1,387,313,0.003602
2026-03-01,74058,0.04,USA,2976,2822,0.012488
2026-03-01,74058,0.09,USA,2,2,0.000008
2026-03-01,74058,0.14,USA,53,53,0.000222
2026-03-01,74058,0.16,USA,25,23,0.000105
2026-03-01,74058,0.18,USA,2,2,0.000008
2026-03-01,74058,0.21,USA,2,1,0.000008
2026-03-01,74058,0.24,USA,1194,1177,0.005010
2026-03-01,74058,0.28,USA,11,11,0.000046
2026-03-01,74058,0.3,USA,230,205,0.000965
2026-03-01,74058,0.34,USA,3,3,0.000013
2026-03-01,74058,0.35,USA,24,19,0.000101
2026-03-01,74058,0.37,USA,180,91,0.000755
2026-03-01,74058,0.39,USA,980,824,0.004112
2026-03-01,74058,0.41,USA,634,630,0.002660
2026-03-01,74058,0.42,USA,65,52,0.000273
2026-03-01,74058,0.44,USA,47,37,0.000197
2026-03-01,74058,0.45,USA,9,7,0.000038
2026-03-01,74058,0.46,USA,425,420,0.001783
2026-03-01,74058,0.48,USA,9,9,0.000038
2026-03-01,74058,0.5,USA,45,45,0.000189
2026-03-01,74058,0.51,USA,7264,6777,0.030481
2026-03-01,74058,0.53,USA,4,3,0.000017
2026-03-01,74058,0.54,USA,2,1,0.000008
2026-03-01,74058,0.55,USA,2,2,0.000008
2026-03-01,74058,0.59,USA,53,38,0.000222
2026-03-01,74058,0.6,USA,39,38,0.000164
2026-03-01,74058,0.61,USA,911,881,0.003823
2026-03-01,74058,0.65,USA,196,192,0.000822
2026-03-01,74058,0.66,USA,2723,2621,0.011426
2026-03-01,74058,0.67,USA,2,2,0.000008
2026-03-01,74058,0.7,USA,203025,197246,0.851915
2026-03-01,74058,0.78,USA,204,147,0.000856
2026-03-01,74058,0.82,USA,30,30,0.000126
2026-03-01,74058,0.88,USA,2,1,0.000008
2026-03-01,74058,1,USA,1,1,0.000004
2026-03-01,74058,1.02,USA,1767,1343,0.007415
2026-03-01,74058,1.2,USA,1,1,0.000004
2026-03-01,74058,1.22,USA,93,80,0.000390
2026-03-01,74058,1.3,USA,1,0,0.000004
2026-03-01,74058,1.32,USA,414,316,0.001737
2026-03-01,74058,1.4,USA,14666,13626,0.061540
2026-03-02,74058,0.04,GDPR,48958,40432,0.331158
2026-03-02,74058,0.05,GDPR,391,238,0.002645
2026-03-02,74058,0.06,GDPR,886,690,0.005993
2026-03-02,74058,0.08,GDPR,42,1,0.000284
2026-03-02,74058,0.09,GDPR,631,174,0.004268
2026-03-02,74058,0.1,GDPR,773,595,0.005229
2026-03-02,74058,0.11,GDPR,4444,3762,0.030060
2026-03-02,74058,0.12,GDPR,592,536,0.004004
2026-03-02,74058,0.13,GDPR,312,265,0.002110
2026-03-02,74058,0.14,GDPR,28,28,0.000189
2026-03-02,74058,0.15,GDPR,331,325,0.002239
2026-03-02,74058,0.16,GDPR,10934,8639,0.073959
2026-03-02,74058,0.17,GDPR,279,253,0.001887
2026-03-02,74058,0.18,GDPR,4303,3780,0.029106
2026-03-02,74058,0.19,GDPR,1049,928,0.007096
2026-03-02,74058,0.2,GDPR,463,390,0.003132
2026-03-02,74058,0.21,GDPR,90,84,0.000609
2026-03-02,74058,0.22,GDPR,7151,5771,0.048370
2026-03-02,74058,0.23,GDPR,134,126,0.000906
2026-03-02,74058,0.24,GDPR,158,92,0.001069
2026-03-02,74058,0.25,GDPR,45820,37821,0.309932
2026-03-02,74058,0.26,GDPR,8666,7597,0.058618
2026-03-02,74058,0.27,GDPR,182,180,0.001231
2026-03-02,74058,0.28,GDPR,35,35,0.000237
2026-03-02,74058,0.29,GDPR,539,293,0.003646
2026-03-02,74058,0.3,GDPR,1345,1121,0.009098
2026-03-02,74058,0.32,GDPR,1625,1157,0.010992
2026-03-02,74058,0.33,GDPR,15,13,0.000101
2026-03-02,74058,0.34,GDPR,76,70,0.000514
2026-03-02,74058,0.35,GDPR,195,137,0.001319
2026-03-02,74058,0.36,GDPR,571,517,0.003862
2026-03-02,74058,0.38,GDPR,290,265,0.001962
2026-03-02,74058,0.4,GDPR,35,35,0.000237
2026-03-02,74058,0.42,GDPR,20,20,0.000135
2026-03-02,74058,0.43,GDPR,33,29,0.000223
2026-03-02,74058,0.44,GDPR,791,628,0.005350
2026-03-02,74058,0.46,GDPR,61,48,0.000413
2026-03-02,74058,0.47,GDPR,45,35,0.000304
2026-03-02,74058,0.48,GDPR,39,35,0.000264
2026-03-02,74058,0.5,GDPR,4176,3122,0.028247
2026-03-02,74058,0.51,GDPR,17,10,0.000115
2026-03-02,74058,0.52,GDPR,900,704,0.006088
2026-03-02,74058,0.54,GDPR,9,5,0.000061
2026-03-02,74058,0.63,GDPR,77,72,0.000521
2026-03-02,74058,0.87,GDPR,36,12,0.000244
2026-03-02,74058,0.88,GDPR,1,0,0.000007
2026-03-02,74058,1,GDPR,101,22,0.000683
2026-03-02,74058,1.08,GDPR,2,0,0.000014
2026-03-02,74058,1.34,GDPR,188,6,0.001272
2026-03-02,74058,0.04,Other,323833,217947,0.256537
2026-03-02,74058,0.05,Other,157399,87176,0.124690
2026-03-02,74058,0.06,Other,622642,355339,0.493249
2026-03-02,74058,0.07,Other,49348,32282,0.039093
2026-03-02,74058,0.08,Other,4350,2528,0.003446
2026-03-02,74058,0.09,Other,6663,3754,0.005278
2026-03-02,74058,0.1,Other,27573,17790,0.021843
2026-03-02,74058,0.11,Other,497,375,0.000394
2026-03-02,74058,0.12,Other,29023,17205,0.022992
2026-03-02,74058,0.13,Other,316,309,0.000250
2026-03-02,74058,0.14,Other,3360,2510,0.002662
2026-03-02,74058,0.15,Other,2243,2187,0.001777
2026-03-02,74058,0.16,Other,1099,640,0.000871
2026-03-02,74058,0.17,Other,1226,1088,0.000971
2026-03-02,74058,0.18,Other,867,617,0.000687
2026-03-02,74058,0.19,Other,639,535,0.000506
2026-03-02,74058,0.2,Other,2576,1392,0.002041
2026-03-02,74058,0.21,Other,538,460,0.000426
2026-03-02,74058,0.22,Other,98,97,0.000078
2026-03-02,74058,0.23,Other,252,241,0.000200
2026-03-02,74058,0.24,Other,72,67,0.000057
2026-03-02,74058,0.25,Other,560,544,0.000444
2026-03-02,74058,0.26,Other,59,58,0.000047
2026-03-02,74058,0.27,Other,91,87,0.000072
2026-03-02,74058,0.28,Other,307,223,0.000243
2026-03-02,74058,0.29,Other,295,289,0.000234
2026-03-02,74058,0.3,Other,23564,7500,0.018667
2026-03-02,74058,0.31,Other,177,109,0.000140
2026-03-02,74058,0.32,Other,54,53,0.000043
2026-03-02,74058,0.34,Other,282,278,0.000223
2026-03-02,74058,0.38,Other,1,1,0.000001
2026-03-02,74058,0.41,Other,96,6,0.000076
2026-03-02,74058,0.46,Other,147,146,0.000116
2026-03-02,74058,0.5,Other,50,48,0.000040
2026-03-02,74058,0.51,Other,1016,934,0.000805
2026-03-02,74058,0.52,Other,92,88,0.000073
2026-03-02,74058,0.53,Other,34,0,0.000027
2026-03-02,74058,0.58,Other,72,66,0.000057
2026-03-02,74058,0.62,Other,23,23,0.000018
2026-03-02,74058,0.68,Other,62,61,0.000049
2026-03-02,74058,0.7,Other,111,92,0.000088
2026-03-02,74058,0.79,Other,13,1,0.000010
2026-03-02,74058,0.92,Other,14,13,0.000011
2026-03-02,74058,1,Other,2,1,0.000002
2026-03-02,74058,1.02,Other,106,9,0.000084
2026-03-02,74058,1.04,Other,4,2,0.000003
2026-03-02,74058,1.14,Other,91,1,0.000072
2026-03-02,74058,1.21,Other,40,0,0.000032
2026-03-02,74058,1.23,Other,131,7,0.000104
2026-03-02,74058,1.25,Other,189,1,0.000150
2026-03-02,74058,9,Other,30,4,0.000024
2026-03-02,74058,0.04,TIER_1,65680,63786,0.452426
2026-03-02,74058,0.05,TIER_1,206,196,0.001419
2026-03-02,74058,0.06,TIER_1,1024,905,0.007054
2026-03-02,74058,0.07,TIER_1,103,99,0.000709
2026-03-02,74058,0.08,TIER_1,4,4,0.000028
2026-03-02,74058,0.1,TIER_1,1,1,0.000007
2026-03-02,74058,0.11,TIER_1,15,15,0.000103
2026-03-02,74058,0.12,TIER_1,59,38,0.000406
2026-03-02,74058,0.13,TIER_1,1,1,0.000007
2026-03-02,74058,0.14,TIER_1,45,42,0.000310
2026-03-02,74058,0.15,TIER_1,279,274,0.001922
2026-03-02,74058,0.16,TIER_1,260,254,0.001791
2026-03-02,74058,0.17,TIER_1,854,797,0.005883
2026-03-02,74058,0.18,TIER_1,133,133,0.000916
2026-03-02,74058,0.19,TIER_1,14,14,0.000096
2026-03-02,74058,0.2,TIER_1,454,442,0.003127
2026-03-02,74058,0.21,TIER_1,149,145,0.001026
2026-03-02,74058,0.22,TIER_1,110,110,0.000758
2026-03-02,74058,0.23,TIER_1,12,8,0.000083
2026-03-02,74058,0.24,TIER_1,414,409,0.002852
2026-03-02,74058,0.25,TIER_1,412,405,0.002838
2026-03-02,74058,0.26,TIER_1,821,738,0.005655
2026-03-02,74058,0.27,TIER_1,357,348,0.002459
2026-03-02,74058,0.28,TIER_1,788,744,0.005428
2026-03-02,74058,0.29,TIER_1,3316,3169,0.022842
2026-03-02,74058,0.3,TIER_1,5938,5748,0.040903
2026-03-02,74058,0.31,TIER_1,1241,1188,0.008548
2026-03-02,74058,0.32,TIER_1,203,199,0.001398
2026-03-02,74058,0.33,TIER_1,257,249,0.001770
2026-03-02,74058,0.34,TIER_1,5630,4985,0.038781
2026-03-02,74058,0.35,TIER_1,1058,1015,0.007288
2026-03-02,74058,0.36,TIER_1,1630,1547,0.011228
2026-03-02,74058,0.37,TIER_1,1378,1322,0.009492
2026-03-02,74058,0.38,TIER_1,405,381,0.002790
2026-03-02,74058,0.39,TIER_1,333,324,0.002294
2026-03-02,74058,0.4,TIER_1,1890,1833,0.013019
2026-03-02,74058,0.41,TIER_1,860,837,0.005924
2026-03-02,74058,0.42,TIER_1,983,956,0.006771
2026-03-02,74058,0.43,TIER_1,1425,1369,0.009816
2026-03-02,74058,0.44,TIER_1,140,140,0.000964
2026-03-02,74058,0.45,TIER_1,1725,1642,0.011882
2026-03-02,74058,0.46,TIER_1,3050,2868,0.021009
2026-03-02,74058,0.47,TIER_1,105,95,0.000723
2026-03-02,74058,0.48,TIER_1,856,843,0.005896
2026-03-02,74058,0.49,TIER_1,22,22,0.000152
2026-03-02,74058,0.5,TIER_1,1890,1837,0.013019
2026-03-02,74058,0.51,TIER_1,21045,19229,0.144965
2026-03-02,74058,0.52,TIER_1,2230,2132,0.015361
2026-03-02,74058,0.53,TIER_1,378,374,0.002604
2026-03-02,74058,0.54,TIER_1,2621,2551,0.018054
2026-03-02,74058,0.55,TIER_1,342,330,0.002356
2026-03-02,74058,0.56,TIER_1,7,7,0.000048
2026-03-02,74058,0.58,TIER_1,392,359,0.002700
2026-03-02,74058,0.6,TIER_1,2261,2222,0.015575
2026-03-02,74058,0.62,TIER_1,221,186,0.001522
2026-03-02,74058,0.63,TIER_1,1307,1261,0.009003
2026-03-02,74058,0.64,TIER_1,28,28,0.000193
2026-03-02,74058,0.65,TIER_1,455,445,0.003134
2026-03-02,74058,0.66,TIER_1,201,201,0.001385
2026-03-02,74058,0.67,TIER_1,26,26,0.000179
2026-03-02,74058,0.68,TIER_1,1649,1394,0.011359
2026-03-02,74058,0.74,TIER_1,7,7,0.000048
2026-03-02,74058,0.77,TIER_1,166,159,0.001143
2026-03-02,74058,0.92,TIER_1,818,629,0.005635
2026-03-02,74058,1,TIER_1,218,153,0.001502
2026-03-02,74058,1.02,TIER_1,3820,2468,0.026313
2026-03-02,74058,1.04,TIER_1,449,360,0.003093
2026-03-02,74058,1.26,TIER_1,2,1,0.000014
2026-03-02,74058,0.04,USA,245439,242020,0.487194
2026-03-02,74058,0.06,USA,21,21,0.000042
2026-03-02,74058,0.1,USA,28,28,0.000056
2026-03-02,74058,0.11,USA,6,6,0.000012
2026-03-02,74058,0.12,USA,11,11,0.000022
2026-03-02,74058,0.13,USA,27,27,0.000054
2026-03-02,74058,0.14,USA,17,17,0.000034
2026-03-02,74058,0.15,USA,23,23,0.000046
2026-03-02,74058,0.16,USA,11,11,0.000022
2026-03-02,74058,0.17,USA,106,104,0.000210
2026-03-02,74058,0.2,USA,102,99,0.000202
2026-03-02,74058,0.24,USA,359,354,0.000713
2026-03-02,74058,0.25,USA,26,25,0.000052
2026-03-02,74058,0.26,USA,82,78,0.000163
2026-03-02,74058,0.27,USA,1,1,0.000002
2026-03-02,74058,0.29,USA,427,426,0.000848
2026-03-02,74058,0.3,USA,10898,10495,0.021632
2026-03-02,74058,0.31,USA,244,243,0.000484
2026-03-02,74058,0.32,USA,29,28,0.000058
2026-03-02,74058,0.33,USA,63,61,0.000125
2026-03-02,74058,0.34,USA,127,127,0.000252
2026-03-02,74058,0.35,USA,182,171,0.000361
2026-03-02,74058,0.36,USA,26,26,0.000052
2026-03-02,74058,0.37,USA,64,48,0.000127
2026-03-02,74058,0.38,USA,75,72,0.000149
2026-03-02,74058,0.39,USA,525,495,0.001042
2026-03-02,74058,0.4,USA,172,165,0.000341
2026-03-02,74058,0.41,USA,292,292,0.000580
2026-03-02,74058,0.42,USA,11,11,0.000022
2026-03-02,74058,0.43,USA,826,825,0.001640
2026-03-02,74058,0.44,USA,657,653,0.001304
2026-03-02,74058,0.45,USA,3158,3092,0.006269
2026-03-02,74058,0.46,USA,1345,1268,0.002670
2026-03-02,74058,0.47,USA,17,17,0.000034
2026-03-02,74058,0.48,USA,12,12,0.000024
2026-03-02,74058,0.49,USA,417,415,0.000828
2026-03-02,74058,0.5,USA,1695,1654,0.003365
