DATE_ET,WEBSITE_ID,PRICE_FLOOR,COUNTRY_GROUP,AUCTIONS,IMPS,PERC_MAKEUP
2026-03-08,74058,0.58,TIER_1,4,4,0.000044
2026-03-08,74058,0.6,TIER_1,3,3,0.000033
2026-03-08,74058,0.62,TIER_1,8,8,0.000087
2026-03-08,74058,0.68,TIER_1,5,4,0.000055
2026-03-08,74058,0.92,TIER_1,12,10,0.000131
2026-03-08,74058,1,TIER_1,6,3,0.000065
2026-03-08,74058,1.02,TIER_1,25,18,0.000273
2026-03-08,74058,1.04,TIER_1,10,9,0.000109
2026-03-08,74058,0.04,USA,74105,72399,0.337859
2026-03-08,74058,0.06,USA,71,71,0.000324
2026-03-08,74058,0.11,USA,4,4,0.000018
2026-03-08,74058,0.12,USA,97,95,0.000442
2026-03-08,74058,0.13,USA,199,196,0.000907
2026-03-08,74058,0.14,USA,259,249,0.001181
2026-03-08,74058,0.15,USA,63,63,0.000287
2026-03-08,74058,0.16,USA,38,37,0.000173
2026-03-08,74058,0.17,USA,45,45,0.000205
2026-03-08,74058,0.19,USA,4,4,0.000018
2026-03-08,74058,0.2,USA,374,365,0.001705
2026-03-08,74058,0.21,USA,57,57,0.000260
2026-03-08,74058,0.22,USA,74,70,0.000337
2026-03-08,74058,0.23,USA,113,109,0.000515
2026-03-08,74058,0.25,USA,30,28,0.000137
2026-03-08,74058,0.26,USA,92,88,0.000419
2026-03-08,74058,0.27,USA,8,2,0.000036
2026-03-08,74058,0.29,USA,28,25,0.000128
2026-03-08,74058,0.3,USA,385,345,0.001755
2026-03-08,74058,0.31,USA,4,4,0.000018
2026-03-08,74058,0.32,USA,591,577,0.002694
2026-03-08,74058,0.33,USA,1651,1595,0.007527
2026-03-08,74058,0.34,USA,93,93,0.000424
2026-03-08,74058,0.35,USA,48,43,0.000219
2026-03-08,74058,0.38,USA,4,4,0.000018
2026-03-08,74058,0.39,USA,470,459,0.002143
2026-03-08,74058,0.4,USA,1005,995,0.004582
2026-03-08,74058,0.41,USA,43,43,0.000196
2026-03-08,74058,0.42,USA,179,171,0.000816
2026-03-08,74058,0.43,USA,16,15,0.000073
2026-03-08,74058,0.44,USA,9773,9728,0.044557
2026-03-08,74058,0.45,USA,1423,1381,0.006488
2026-03-08,74058,0.46,USA,22,21,0.000100
2026-03-08,74058,0.47,USA,210,207,0.000957
2026-03-08,74058,0.48,USA,2941,2922,0.013409
2026-03-08,74058,0.49,USA,9442,9239,0.043048
2026-03-08,74058,0.5,USA,409,404,0.001865
2026-03-08,74058,0.51,USA,5304,5245,0.024182
2026-03-08,74058,0.53,USA,16,16,0.000073
2026-03-08,74058,0.54,USA,162,158,0.000739
2026-03-08,74058,0.55,USA,112,109,0.000511
2026-03-08,74058,0.56,USA,311,309,0.001418
2026-03-08,74058,0.57,USA,1351,1322,0.006159
2026-03-08,74058,0.58,USA,1077,1069,0.004910
2026-03-08,74058,0.59,USA,172,162,0.000784
2026-03-08,74058,0.6,USA,9070,8866,0.041352
2026-03-08,74058,0.61,USA,42614,41258,0.194286
2026-03-08,74058,0.62,USA,724,589,0.003301
2026-03-08,74058,0.63,USA,572,564,0.002608
2026-03-08,74058,0.65,USA,3168,3045,0.014444
2026-03-08,74058,0.66,USA,3493,3361,0.015925
2026-03-08,74058,0.67,USA,5,5,0.000023
2026-03-08,74058,0.68,USA,4,4,0.000018
2026-03-08,74058,0.69,USA,4,1,0.000018
2026-03-08,74058,0.7,USA,112,111,0.000511
2026-03-08,74058,0.71,USA,23,23,0.000105
2026-03-08,74058,0.72,USA,2,2,0.000009
2026-03-08,74058,0.73,USA,54,53,0.000246
2026-03-08,74058,0.74,USA,147,147,0.000670
2026-03-08,74058,0.75,USA,964,932,0.004395
2026-03-08,74058,0.76,USA,6979,6746,0.031819
2026-03-08,74058,0.77,USA,4583,4430,0.020895
2026-03-08,74058,0.78,USA,133,133,0.000606
2026-03-08,74058,0.79,USA,36,35,0.000164
2026-03-08,74058,0.8,USA,165,163,0.000752
2026-03-08,74058,0.81,USA,365,363,0.001664
2026-03-08,74058,0.82,USA,177,167,0.000807
2026-03-08,74058,0.83,USA,13,13,0.000059
2026-03-08,74058,0.84,USA,70,69,0.000319
2026-03-08,74058,0.85,USA,32065,30698,0.146191
2026-03-08,74058,0.86,USA,548,537,0.002498
2026-03-08,74058,0.87,USA,12,11,0.000055
2026-03-08,74058,1.01,USA,7,6,0.000032
2026-03-08,74058,1.02,USA,2,2,0.000009
2026-03-08,74058,1.32,USA,4,4,0.000018
2026-03-08,74058,1.4,USA,347,281,0.001582
2026-03-09,74058,0.04,GDPR,55329,48754,0.354862
2026-03-09,74058,0.05,GDPR,1291,1168,0.008280
2026-03-09,74058,0.06,GDPR,45226,38218,0.290065
2026-03-09,74058,0.07,GDPR,4036,3263,0.025886
2026-03-09,74058,0.08,GDPR,1357,1100,0.008703
2026-03-09,74058,0.09,GDPR,541,483,0.003470
2026-03-09,74058,0.1,GDPR,2901,2465,0.018606
2026-03-09,74058,0.11,GDPR,1368,1039,0.008774
2026-03-09,74058,0.12,GDPR,2603,2151,0.016695
2026-03-09,74058,0.13,GDPR,3278,2785,0.021024
2026-03-09,74058,0.14,GDPR,5088,4691,0.032633
2026-03-09,74058,0.15,GDPR,2970,2668,0.019049
2026-03-09,74058,0.16,GDPR,2637,2282,0.016913
2026-03-09,74058,0.17,GDPR,2015,1819,0.012924
2026-03-09,74058,0.18,GDPR,540,470,0.003463
2026-03-09,74058,0.19,GDPR,53,52,0.000340
2026-03-09,74058,0.2,GDPR,39,34,0.000250
2026-03-09,74058,0.21,GDPR,119,110,0.000763
2026-03-09,74058,0.22,GDPR,625,605,0.004009
2026-03-09,74058,0.23,GDPR,1376,988,0.008825
2026-03-09,74058,0.24,GDPR,304,200,0.001950
2026-03-09,74058,0.25,GDPR,466,440,0.002989
2026-03-09,74058,0.26,GDPR,213,193,0.001366
2026-03-09,74058,0.27,GDPR,73,58,0.000468
2026-03-09,74058,0.28,GDPR,677,582,0.004342
2026-03-09,74058,0.29,GDPR,5,3,0.000032
2026-03-09,74058,0.3,GDPR,109,103,0.000699
2026-03-09,74058,0.31,GDPR,13,1,0.000083
2026-03-09,74058,0.32,GDPR,99,95,0.000635
2026-03-09,74058,0.33,GDPR,122,117,0.000782
2026-03-09,74058,0.34,GDPR,158,112,0.001013
2026-03-09,74058,0.35,GDPR,1212,739,0.007773
2026-03-09,74058,0.36,GDPR,167,67,0.001071
2026-03-09,74058,0.37,GDPR,1432,1322,0.009184
2026-03-09,74058,0.38,GDPR,460,406,0.002950
2026-03-09,74058,0.39,GDPR,3,3,0.000019
2026-03-09,74058,0.4,GDPR,7,7,0.000045
2026-03-09,74058,0.42,GDPR,967,600,0.006202
2026-03-09,74058,0.43,GDPR,810,390,0.005195
2026-03-09,74058,0.44,GDPR,12,9,0.000077
2026-03-09,74058,0.45,GDPR,124,108,0.000795
2026-03-09,74058,0.47,GDPR,1,1,0.000006
2026-03-09,74058,0.48,GDPR,9,9,0.000058
2026-03-09,74058,0.49,GDPR,38,24,0.000244
2026-03-09,74058,0.5,GDPR,187,121,0.001199
2026-03-09,74058,0.52,GDPR,427,372,0.002739
2026-03-09,74058,0.53,GDPR,592,519,0.003797
2026-03-09,74058,0.54,GDPR,152,138,0.000975
2026-03-09,74058,0.55,GDPR,3049,2676,0.019555
2026-03-09,74058,0.56,GDPR,172,145,0.001103
2026-03-09,74058,0.57,GDPR,6,6,0.000038
2026-03-09,74058,0.6,GDPR,895,666,0.005740
2026-03-09,74058,0.61,GDPR,166,163,0.001065
2026-03-09,74058,0.63,GDPR,134,123,0.000859
2026-03-09,74058,0.64,GDPR,121,117,0.000776
2026-03-09,74058,0.65,GDPR,6,3,0.000038
2026-03-09,74058,0.68,GDPR,5,5,0.000032
2026-03-09,74058,0.7,GDPR,3,3,0.000019
2026-03-09,74058,0.71,GDPR,117,108,0.000750
2026-03-09,74058,0.72,GDPR,100,75,0.000641
2026-03-09,74058,0.73,GDPR,179,123,0.001148
2026-03-09,74058,0.74,GDPR,62,38,0.000398
2026-03-09,74058,0.75,GDPR,944,764,0.006055
2026-03-09,74058,0.76,GDPR,51,51,0.000327
2026-03-09,74058,0.77,GDPR,352,240,0.002258
2026-03-09,74058,0.78,GDPR,79,61,0.000507
2026-03-09,74058,0.85,GDPR,119,6,0.000763
2026-03-09,74058,0.89,GDPR,12,10,0.000077
2026-03-09,74058,0.91,GDPR,348,136,0.002232
2026-03-09,74058,0.92,GDPR,1577,792,0.010114
2026-03-09,74058,0.93,GDPR,3646,2186,0.023384
2026-03-09,74058,0.94,GDPR,33,33,0.000212
2026-03-09,74058,1,GDPR,3,1,0.000019
2026-03-09,74058,1.01,GDPR,63,39,0.000404
2026-03-09,74058,1.02,GDPR,87,53,0.000558
2026-03-09,74058,1.03,GDPR,240,114,0.001539
2026-03-09,74058,1.04,GDPR,94,56,0.000603
2026-03-09,74058,1.05,GDPR,1023,554,0.006561
2026-03-09,74058,0.04,Other,488843,342416,0.401703
2026-03-09,74058,0.05,Other,322423,218524,0.264949
2026-03-09,74058,0.06,Other,231494,148555,0.190228
2026-03-09,74058,0.07,Other,20391,15799,0.016756
2026-03-09,74058,0.08,Other,13558,11656,0.011141
2026-03-09,74058,0.09,Other,5816,4028,0.004779
2026-03-09,74058,0.1,Other,22300,20502,0.018325
2026-03-09,74058,0.11,Other,47255,32532,0.038831
2026-03-09,74058,0.12,Other,4511,3974,0.003707
2026-03-09,74058,0.13,Other,11839,9743,0.009729
2026-03-09,74058,0.14,Other,13547,10808,0.011132
2026-03-09,74058,0.15,Other,12493,11318,0.010266
2026-03-09,74058,0.16,Other,3191,2956,0.002622
2026-03-09,74058,0.17,Other,5098,4444,0.004189
2026-03-09,74058,0.18,Other,639,572,0.000525
2026-03-09,74058,0.19,Other,577,492,0.000474
2026-03-09,74058,0.2,Other,1115,779,0.000916
2026-03-09,74058,0.21,Other,342,324,0.000281
2026-03-09,74058,0.22,Other,4073,3785,0.003347
2026-03-09,74058,0.23,Other,32,31,0.000026
2026-03-09,74058,0.24,Other,1632,1270,0.001341
2026-03-09,74058,0.25,Other,609,546,0.000500
2026-03-09,74058,0.26,Other,141,58,0.000116
2026-03-09,74058,0.27,Other,868,485,0.000713
2026-03-09,74058,0.28,Other,1365,1136,0.001122
2026-03-09,74058,0.29,Other,387,286,0.000318
2026-03-09,74058,0.3,Other,483,287,0.000397
2026-03-09,74058,0.31,Other,94,42,0.000077
2026-03-09,74058,0.32,Other,92,80,0.000076
2026-03-09,74058,0.33,Other,79,79,0.000065
2026-03-09,74058,0.34,Other,1071,1036,0.000880
2026-03-09,74058,0.36,Other,120,118,0.000099
2026-03-09,74058,0.42,Other,1,1,0.000001
2026-03-09,74058,0.43,Other,226,68,0.000186
2026-03-09,74058,0.45,Other,42,42,0.000035
2026-03-09,74058,0.49,Other,35,24,0.000029
2026-03-09,74058,0.52,Other,67,44,0.000055
2026-03-09,74058,0.58,Other,1,1,0.000001
2026-03-09,74058,0.64,Other,9,1,0.000007
2026-03-09,74058,0.7,Other,22,6,0.000018
2026-03-09,74058,0.81,Other,15,0,0.000012
2026-03-09,74058,1.02,Other,1,0,0.000001
2026-03-09,74058,3.15,Other,29,0,0.000024
2026-03-09,74058,0.04,TIER_1,49080,47692,0.331702
2026-03-09,74058,0.06,TIER_1,4141,3682,0.027987
2026-03-09,74058,0.07,TIER_1,85,74,0.000574
2026-03-09,74058,0.08,TIER_1,399,313,0.002697
2026-03-09,74058,0.09,TIER_1,6,6,0.000041
2026-03-09,74058,0.1,TIER_1,181,172,0.001223
2026-03-09,74058,0.11,TIER_1,311,294,0.002102
2026-03-09,74058,0.12,TIER_1,232,180,0.001568
2026-03-09,74058,0.13,TIER_1,1862,1832,0.012584
2026-03-09,74058,0.14,TIER_1,2162,1957,0.014612
2026-03-09,74058,0.15,TIER_1,1454,1260,0.009827
2026-03-09,74058,0.16,TIER_1,2330,2298,0.015747
2026-03-09,74058,0.17,TIER_1,165,137,0.001115
2026-03-09,74058,0.18,TIER_1,765,746,0.005170
2026-03-09,74058,0.19,TIER_1,1865,1816,0.012604
2026-03-09,74058,0.2,TIER_1,3197,3088,0.021607
2026-03-09,74058,0.21,TIER_1,409,397,0.002764
2026-03-09,74058,0.22,TIER_1,1491,1420,0.010077
2026-03-09,74058,0.23,TIER_1,623,613,0.004210
2026-03-09,74058,0.24,TIER_1,256,246,0.001730
2026-03-09,74058,0.25,TIER_1,3391,3345,0.022918
2026-03-09,74058,0.26,TIER_1,351,327,0.002372
2026-03-09,74058,0.27,TIER_1,438,393,0.002960
2026-03-09,74058,0.28,TIER_1,1248,1154,0.008434
2026-03-09,74058,0.29,TIER_1,7571,7211,0.051168
2026-03-09,74058,0.3,TIER_1,6360,6070,0.042983
2026-03-09,74058,0.31,TIER_1,204,203,0.001379
2026-03-09,74058,0.32,TIER_1,706,676,0.004771
2026-03-09,74058,0.33,TIER_1,3735,3642,0.025243
2026-03-09,74058,0.34,TIER_1,9565,9388,0.064644
2026-03-09,74058,0.35,TIER_1,710,705,0.004798
2026-03-09,74058,0.36,TIER_1,526,521,0.003555
2026-03-09,74058,0.37,TIER_1,44,23,0.000297
2026-03-09,74058,0.38,TIER_1,2305,2210,0.015578
2026-03-09,74058,0.39,TIER_1,1387,1281,0.009374
2026-03-09,74058,0.4,TIER_1,1332,1269,0.009002
2026-03-09,74058,0.41,TIER_1,788,747,0.005326
2026-03-09,74058,0.42,TIER_1,5277,4864,0.035664
2026-03-09,74058,0.43,TIER_1,2089,1999,0.014118
2026-03-09,74058,0.44,TIER_1,984,958,0.006650
2026-03-09,74058,0.46,TIER_1,2,2,0.000014
2026-03-09,74058,0.48,TIER_1,147,131,0.000993
2026-03-09,74058,0.49,TIER_1,2048,1824,0.013841
2026-03-09,74058,0.5,TIER_1,1629,1538,0.011009
2026-03-09,74058,0.51,TIER_1,2479,2431,0.016754
2026-03-09,74058,0.52,TIER_1,546,523,0.003690
2026-03-09,74058,0.53,TIER_1,1905,1822,0.012875
2026-03-09,74058,0.54,TIER_1,163,159,0.001102
2026-03-09,74058,0.55,TIER_1,35,35,0.000237
2026-03-09,74058,0.56,TIER_1,38,36,0.000257
2026-03-09,74058,0.57,TIER_1,149,136,0.001007
2026-03-09,74058,0.58,TIER_1,1,1,0.000007
2026-03-09,74058,0.59,TIER_1,44,44,0.000297
2026-03-09,74058,0.6,TIER_1,11,11,0.000074
2026-03-09,74058,0.62,TIER_1,3,3,0.000020
2026-03-09,74058,0.63,TIER_1,583,485,0.003940
2026-03-09,74058,0.64,TIER_1,1218,848,0.008232
2026-03-09,74058,0.65,TIER_1,4969,4558,0.033582
2026-03-09,74058,0.66,TIER_1,5619,5484,0.037975
2026-03-09,74058,0.67,TIER_1,6086,5738,0.041132
2026-03-09,74058,0.68,TIER_1,12,11,0.000081
2026-03-09,74058,0.75,TIER_1,82,70,0.000554
2026-03-09,74058,0.76,TIER_1,10,10,0.000068
2026-03-09,74058,0.77,TIER_1,25,24,0.000169
2026-03-09,74058,0.78,TIER_1,64,27,0.000433
2026-03-09,74058,0.92,TIER_1,10,8,0.000068
2026-03-09,74058,1,TIER_1,1,1,0.000007
2026-03-09,74058,1.02,TIER_1,48,34,0.000324
2026-03-09,74058,1.04,TIER_1,11,8,0.000074
2026-03-09,74058,1.06,TIER_1,1,1,0.000007
2026-03-09,74058,0.04,USA,177394,173856,0.364972
2026-03-09,74058,0.05,USA,1,1,0.000002
2026-03-09,74058,0.06,USA,38,38,0.000078
2026-03-09,74058,0.1,USA,2,2,0.000004
2026-03-09,74058,0.11,USA,225,222,0.000463
2026-03-09,74058,0.12,USA,93,93,0.000191
2026-03-09,74058,0.13,USA,32,32,0.000066
2026-03-09,74058,0.16,USA,81,80,0.000167
2026-03-09,74058,0.18,USA,228,227,0.000469
2026-03-09,74058,0.19,USA,43,40,0.000088
2026-03-09,74058,0.2,USA,137,127,0.000282
2026-03-09,74058,0.22,USA,25,25,0.000051
2026-03-09,74058,0.25,USA,158,155,0.000325
2026-03-09,74058,0.26,USA,9,8,0.000019
2026-03-09,74058,0.27,USA,15,15,0.000031
2026-03-09,74058,0.29,USA,835,777,0.001718
2026-03-09,74058,0.3,USA,136,130,0.000280
2026-03-09,74058,0.32,USA,45,44,0.000093
2026-03-09,74058,0.33,USA,2387,2313,0.004911
2026-03-09,74058,0.34,USA,31,29,0.000064
2026-03-09,74058,0.35,USA,384,354,0.000790
2026-03-09,74058,0.36,USA,105,80,0.000216
2026-03-09,74058,0.37,USA,27,27,0.000056
2026-03-09,74058,0.38,USA,1,1,0.000002
2026-03-09,74058,0.39,USA,30,28,0.000062
2026-03-09,74058,0.4,USA,783,777,0.001611
2026-03-09,74058,0.41,USA,80,78,0.000165
2026-03-09,74058,0.42,USA,147,147,0.000302
2026-03-09,74058,0.43,USA,137,136,0.000282
2026-03-09,74058,0.44,USA,4415,4389,0.009083
2026-03-09,74058,0.45,USA,6157,6029,0.012667
2026-03-09,74058,0.46,USA,215,196,0.000442
2026-03-09,74058,0.47,USA,286,277,0.000588
2026-03-09,74058,0.48,USA,2908,2862,0.005983
2026-03-09,74058,0.49,USA,9209,9114,0.018947
2026-03-09,74058,0.5,USA,3546,3493,0.007296
2026-03-09,74058,0.51,USA,1643,1635,0.003380
2026-03-09,74058,0.52,USA,102,102,0.000210
2026-03-09,74058,0.53,USA,44,42,0.000091
2026-03-09,74058,0.54,USA,30,30,0.000062
2026-03-09,74058,0.55,USA,658,639,0.001354
2026-03-09,74058,0.56,USA,238,224,0.000490
2026-03-09,74058,0.57,USA,239,239,0.000492
2026-03-09,74058,0.58,USA,1695,1601,0.003487
2026-03-09,74058,0.59,USA,425,376,0.000874
2026-03-09,74058,0.6,USA,3458,3244,0.007115
2026-03-09,74058,0.61,USA,16696,16137,0.034351
2026-03-09,74058,0.62,USA,43975,42629,0.090475
2026-03-09,74058,0.63,USA,21742,21247,0.044732
2026-03-09,74058,0.64,USA,420,371,0.000864
2026-03-09,74058,0.65,USA,1839,1736,0.003784
2026-03-09,74058,0.66,USA,2128,2095,0.004378
2026-03-09,74058,0.67,USA,25,23,0.000051
2026-03-09,74058,0.68,USA,14,14,0.000029
2026-03-09,74058,0.69,USA,1,1,0.000002
2026-03-09,74058,0.7,USA,139,135,0.000286
2026-03-09,74058,0.71,USA,42,39,0.000086
2026-03-09,74058,0.72,USA,33,33,0.000068
2026-03-09,74058,0.73,USA,50,50,0.000103
2026-03-09,74058,0.74,USA,430,423,0.000885
2026-03-09,74058,0.75,USA,1915,1869,0.003940
2026-03-09,74058,0.76,USA,548,496,0.001127
2026-03-09,74058,0.77,USA,5889,5694,0.012116
2026-03-09,74058,0.78,USA,26,25,0.000053
2026-03-09,74058,0.79,USA,34,28,0.000070
2026-03-09,74058,0.8,USA,122,122,0.000251
2026-03-09,74058,0.81,USA,395,366,0.000813
2026-03-09,74058,0.82,USA,254,251,0.000523
2026-03-09,74058,0.83,USA,1665,1592,0.003426
2026-03-09,74058,0.84,USA,1615,1594,0.003323
2026-03-09,74058,0.85,USA,32447,31409,0.066757
2026-03-09,74058,0.86,USA,135,135,0.000278
2026-03-09,74058,0.87,USA,333,301,0.000685
2026-03-09,74058,0.88,USA,9,9,0.000019
2026-03-09,74058,0.9,USA,78,72,0.000160
2026-03-09,74058,0.92,USA,37,32,0.000076
2026-03-09,74058,0.94,USA,1337,1226,0.002751
2026-03-09,74058,0.95,USA,7428,6269,0.015282
2026-03-09,74058,0.96,USA,31440,27817,0.064685
2026-03-09,74058,1.02,USA,3,3,0.000006
2026-03-09,74058,1.04,USA,11,11,0.000023
2026-03-09,74058,1.05,USA,43,41,0.000088
2026-03-09,74058,1.06,USA,119,104,0.000245
2026-03-09,74058,1.07,USA,32,24,0.000066
2026-03-09,74058,1.08,USA,35,35,0.000072
2026-03-09,74058,1.09,USA,45,24,0.000093
2026-03-09,74058,1.1,USA,348,260,0.000716
2026-03-09,74058,1.11,USA,30,16,0.000062
2026-03-09,74058,1.21,USA,8547,7580,0.017585
2026-03-09,74058,1.22,USA,28200,25723,0.058019
2026-03-09,74058,1.23,USA,55563,42962,0.114316
2026-03-09,74058,1.32,USA,5,4,0.000010
2026-03-09,74058,1.34,USA,263,202,0.000541
2026-03-09,74058,1.35,USA,431,322,0.000887
2026-03-09,74058,1.36,USA,5,4,0.000010
2026-03-09,74058,1.4,USA,250,218,0.000514
2026-03-10,74058,0.04,GDPR,57687,50034,0.344946
2026-03-10,74058,0.05,GDPR,2000,1698,0.011959
2026-03-10,74058,0.06,GDPR,26090,21972,0.156008
2026-03-10,74058,0.07,GDPR,7160,4824,0.042814
2026-03-10,74058,0.08,GDPR,1696,1624,0.010141
2026-03-10,74058,0.09,GDPR,95,67,0.000568
2026-03-10,74058,0.1,GDPR,1959,1650,0.011714
2026-03-10,74058,0.11,GDPR,61,59,0.000365
2026-03-10,74058,0.12,GDPR,391,279,0.002338
2026-03-10,74058,0.13,GDPR,3548,3149,0.021216
2026-03-10,74058,0.14,GDPR,5403,5141,0.032308
2026-03-10,74058,0.15,GDPR,738,660,0.004413
2026-03-10,74058,0.16,GDPR,2857,2661,0.017084
2026-03-10,74058,0.17,GDPR,410,342,0.002452
2026-03-10,74058,0.18,GDPR,119,83,0.000712
2026-03-10,74058,0.19,GDPR,2075,1461,0.012408
2026-03-10,74058,0.2,GDPR,2479,2090,0.014823
2026-03-10,74058,0.21,GDPR,1264,988,0.007558
2026-03-10,74058,0.22,GDPR,511,459,0.003056
2026-03-10,74058,0.23,GDPR,851,771,0.005089
2026-03-10,74058,0.24,GDPR,646,429,0.003863
2026-03-10,74058,0.25,GDPR,562,451,0.003361
2026-03-10,74058,0.26,GDPR,456,402,0.002727
2026-03-10,74058,0.27,GDPR,875,779,0.005232
2026-03-10,74058,0.28,GDPR,491,365,0.002936
2026-03-10,74058,0.29,GDPR,33,32,0.000197
2026-03-10,74058,0.3,GDPR,1338,859,0.008001
2026-03-10,74058,0.31,GDPR,3109,2482,0.018591
2026-03-10,74058,0.32,GDPR,1161,960,0.006942
2026-03-10,74058,0.33,GDPR,802,727,0.004796
2026-03-10,74058,0.34,GDPR,545,507,0.003259
2026-03-10,74058,0.35,GDPR,1737,1353,0.010387
2026-03-10,74058,0.36,GDPR,1110,724,0.006637
2026-03-10,74058,0.37,GDPR,972,726,0.005812
2026-03-10,74058,0.38,GDPR,860,681,0.005142
2026-03-10,74058,0.39,GDPR,424,367,0.002535
2026-03-10,74058,0.4,GDPR,857,777,0.005125
2026-03-10,74058,0.41,GDPR,109,99,0.000652
2026-03-10,74058,0.42,GDPR,451,389,0.002697
2026-03-10,74058,0.43,GDPR,283,169,0.001692
2026-03-10,74058,0.44,GDPR,290,119,0.001734
2026-03-10,74058,0.45,GDPR,785,496,0.004694
2026-03-10,74058,0.46,GDPR,869,387,0.005196
2026-03-10,74058,0.47,GDPR,129,95,0.000771
2026-03-10,74058,0.48,GDPR,15,6,0.000090
2026-03-10,74058,0.49,GDPR,331,205,0.001979
2026-03-10,74058,0.5,GDPR,172,107,0.001028
2026-03-10,74058,0.51,GDPR,306,217,0.001830
2026-03-10,74058,0.52,GDPR,51,50,0.000305
2026-03-10,74058,0.53,GDPR,227,177,0.001357
2026-03-10,74058,0.54,GDPR,335,278,0.002003
2026-03-10,74058,0.55,GDPR,822,475,0.004915
2026-03-10,74058,0.56,GDPR,1235,898,0.007385
2026-03-10,74058,0.57,GDPR,8,2,0.000048
2026-03-10,74058,0.58,GDPR,1,1,0.000006
2026-03-10,74058,0.6,GDPR,406,308,0.002428
2026-03-10,74058,0.61,GDPR,352,320,0.002105
2026-03-10,74058,0.62,GDPR,156,150,0.000933
2026-03-10,74058,0.63,GDPR,522,347,0.003121
2026-03-10,74058,0.64,GDPR,7,7,0.000042
2026-03-10,74058,0.65,GDPR,194,133,0.001160
2026-03-10,74058,0.66,GDPR,182,77,0.001088
2026-03-10,74058,0.67,GDPR,219,78,0.001310
2026-03-10,74058,0.7,GDPR,57,24,0.000341
2026-03-10,74058,0.71,GDPR,81,37,0.000484
2026-03-10,74058,0.72,GDPR,141,72,0.000843
2026-03-10,74058,0.73,GDPR,2459,1805,0.014704
2026-03-10,74058,0.74,GDPR,1475,1019,0.008820
2026-03-10,74058,0.75,GDPR,1823,854,0.010901
2026-03-10,74058,0.76,GDPR,971,813,0.005806
2026-03-10,74058,0.77,GDPR,807,515,0.004826
2026-03-10,74058,0.78,GDPR,126,63,0.000753
2026-03-10,74058,0.79,GDPR,648,182,0.003875
2026-03-10,74058,0.8,GDPR,135,51,0.000807
2026-03-10,74058,0.85,GDPR,818,316,0.004891
2026-03-10,74058,0.87,GDPR,59,21,0.000353
2026-03-10,74058,0.88,GDPR,314,252,0.001878
2026-03-10,74058,0.89,GDPR,50,36,0.000299
2026-03-10,74058,0.9,GDPR,5,0,0.000030
2026-03-10,74058,0.91,GDPR,324,240,0.001937
2026-03-10,74058,0.92,GDPR,1746,1439,0.010440
2026-03-10,74058,0.93,GDPR,3557,2325,0.021269
2026-03-10,74058,0.96,GDPR,46,23,0.000275
2026-03-10,74058,0.98,GDPR,79,42,0.000472
2026-03-10,74058,0.99,GDPR,16,7,0.000096
2026-03-10,74058,1,GDPR,392,307,0.002344
2026-03-10,74058,1.01,GDPR,1053,725,0.006297
2026-03-10,74058,1.02,GDPR,339,237,0.002027
2026-03-10,74058,1.03,GDPR,1398,342,0.008359
2026-03-10,74058,1.04,GDPR,1930,640,0.011541
2026-03-10,74058,1.05,GDPR,318,145,0.001902
2026-03-10,74058,1.06,GDPR,67,57,0.000401
2026-03-10,74058,1.09,GDPR,40,21,0.000239
2026-03-10,74058,1.1,GDPR,4,4,0.000024
2026-03-10,74058,1.32,GDPR,7,3,0.000042
2026-03-10,74058,1.33,GDPR,247,94,0.001477
2026-03-10,74058,1.34,GDPR,2593,1234,0.015505
2026-03-10,74058,1.37,GDPR,360,36,0.002153
2026-03-10,74058,1.75,GDPR,1,1,0.000006
2026-03-10,74058,1.76,GDPR,7,1,0.000042
2026-03-10,74058,1.77,GDPR,40,20,0.000239
2026-03-10,74058,1.79,GDPR,81,16,0.000484
2026-03-10,74058,1.81,GDPR,87,6,0.000520
2026-03-10,74058,1.83,GDPR,81,22,0.000484
2026-03-10,74058,1.89,GDPR,64,35,0.000383
2026-03-10,74058,1.92,GDPR,401,227,0.002398
2026-03-10,74058,1.96,GDPR,19,1,0.000114
2026-03-10,74058,2,GDPR,6,2,0.000036
2026-03-10,74058,2.03,GDPR,8,2,0.000048
2026-03-10,74058,2.05,GDPR,48,5,0.000287
2026-03-10,74058,2.08,GDPR,68,5,0.000407
2026-03-10,74058,2.11,GDPR,10,0,0.000060
2026-03-10,74058,0.04,Other,471661,336471,0.359963
2026-03-10,74058,0.05,Other,216170,144640,0.164977
2026-03-10,74058,0.06,Other,119788,77302,0.091420
2026-03-10,74058,0.07,Other,124591,85898,0.095085
2026-03-10,74058,0.08,Other,22871,12875,0.017455
2026-03-10,74058,0.09,Other,2504,2243,0.001911
2026-03-10,74058,0.1,Other,35661,30437,0.027216
2026-03-10,74058,0.11,Other,74046,44397,0.056511
2026-03-10,74058,0.12,Other,13722,6966,0.010472
2026-03-10,74058,0.13,Other,18594,10830,0.014191
2026-03-10,74058,0.14,Other,22677,12711,0.017307
2026-03-10,74058,0.15,Other,27327,20245,0.020855
2026-03-10,74058,0.16,Other,22207,17107,0.016948
2026-03-10,74058,0.17,Other,60881,33171,0.046463
2026-03-10,74058,0.18,Other,6900,4567,0.005266
2026-03-10,74058,0.19,Other,3413,2841,0.002605
2026-03-10,74058,0.2,Other,6210,4502,0.004739
2026-03-10,74058,0.21,Other,3949,3176,0.003014
