WEBSITE_ID,DATE_ET,Z_REV_LIFETIME,Z_REV_30D,Z_REV_60D,Z_REV_120D,Z_REV_180D,Z_RPS_30D,Z_RPS_60D,Z_RPS_120D,Z_RPS_180D,Z_SESSIONS_30D,Z_US_CHROME_MIX_30D,Z_DIRECT_MIX_30D
74058,2026-02-24,1.058723715,1.508613036,1.800423041,0.7225695974,0.5586583209,1.339700524,1.498122755,0.37770589,0.3411605415,1.032632694,1.05515692,0.5993601076
74058,2026-02-23,0.6727820947,0.9697715283,1.298410483,0.3655593421,0.1978878224,0.9637827841,1.21938089,0.1742863752,0.1225662043,0.6472407187,0.3441663789,0.6616922764
74058,2026-02-22,-0.6256392672,-1.036618188,-0.5340757332,-0.873136143,-1.023594171,-0.05474845931,0.4223250334,-0.3697613473,-0.4418974991,-1.240694451,-1.1915412,1.914754373
74058,2026-02-21,-0.7057691858,-1.227587969,-0.6473222752,-0.9627474668,-1.096957602,0.1695450871,0.5961749367,-0.2812161523,-0.3304552105,-1.587388577,-1.658440764,0.731122242
74058,2026-02-20,0.8151302016,1.202588868,1.558204126,0.4445649094,0.3349062795,2.70155348,2.493261085,0.8373736045,0.8890943397,0.02803732655,1.058528667,1.241923267
74058,2026-02-19,0.6232959291,0.9552634091,1.329985751,0.2564974072,0.1520557522,1.00043248,1.190974454,0.01067560681,0.0002762130447,0.5906859616,0.6287053189,0.9166202445
74058,2026-02-18,0.5356563983,0.8680514662,1.198449107,0.1685625471,0.06454949075,1.292502703,1.235080731,0.1051691865,0.1020829551,0.366883864,0.5285486267,0.6994903084
74058,2026-02-17,0.322235319,0.5831779798,0.8336817098,-0.02130911952,-0.1371258925,0.5517978921,0.5790688301,-0.2571649424,-0.2915327276,0.4444350225,0.2535441976,0.3254191768
74058,2026-02-16,-0.2461537095,-0.3171267156,0.007331495242,-0.5393987148,-0.6735059641,-0.179921571,0.06444854997,-0.5784598097,-0.6409293994,-0.2723619897,-1.014568678,0.08067505486
74058,2026-02-15,-0.7334796031,-1.113900955,-0.6510997069,-1.001448479,-1.13802899,0.2575049496,0.2940381496,-0.3730505522,-0.4074657721,-1.479066075,-1.154935572,-0.2776591433
74058,2026-02-14,-0.789586207,-1.282599894,-0.7461054593,-1.069018904,-1.189293546,0.5120435805,0.4216296678,-0.2455919246,-0.2523574321,-1.835934526,-1.571073704,-0.1478260404
74058,2026-02-13,0.500875129,0.7222068555,0.8716697116,0.1044859743,0.02615301045,1.624310537,1.027332178,0.2563612781,0.2932708784,0.02464453561,0.266893124,-0.1610641121
74058,2026-02-12,0.9353664393,1.496890072,1.463503669,0.4996559006,0.4320748309,1.786137051,1.045044692,0.2692330872,0.2982938902,0.7593969819,0.5637683289,-0.1961666741
74058,2026-02-11,0.6167118774,1.036142648,1.04587227,0.2101147687,0.1334815496,0.4569598387,0.2444234528,-0.3712542891,-0.3987273754,1.072324534,0.3506449834,0.8471961782
74058,2026-02-10,0.6796595027,1.195559376,1.083975402,0.2771174948,0.1931988034,0.6921391066,0.3217690314,-0.2688820168,-0.298438381,1.127418571,0.7341025553,18.177383282
74058,2026-02-09,0.250858729,0.5636389274,0.5286539039,-0.1042050893,-0.2087897308,-0.09303141748,-0.1624005371,-0.6615292098,-0.7360407192,0.8766814143,0.1376372011,0.7367699376
74058,2026-02-08,-0.7623400337,-1.029070635,-0.7119980221,-1.036611059,-1.162421441,-0.07946897934,-0.1787570288,-0.6674543271,-0.7289356697,-1.299653883,-1.311473809,0.7470909193
74058,2026-02-07,-0.7644554493,-1.085835241,-0.7398093166,-1.05504473,-1.161058174,0.2244073826,-0.03318090154,-0.5271465751,-0.5640979716,-1.540359165,-1.548849904,-0.490094925
74058,2026-02-06,0.8181709484,1.50953671,1.146747829,0.3788371181,0.3302315648,2.395125431,1.094832868,0.4499821861,0.5004903093,0.4534949,0.8461718311,-0.4605922578
74058,2026-02-05,0.7078393733,1.426718224,1.04849797,0.2693428823,0.2317058471,1.30997105,0.4796473706,-0.10290641,-0.08618790729,0.9669248852,0.7619562312,-0.5248924186
74058,2026-02-04,0.3806992281,0.9265355524,0.6119345532,-0.03033984809,-0.06997466015,0.1566476692,-0.2432101509,-0.714140447,-0.7356895047,1.259522673,0.6422200058,-0.6903331643
74058,2026-02-03,0.2092271939,0.7070955794,0.366194011,-0.1781274228,-0.2263243652,0.04317815845,-0.3860450548,-0.8212470187,-0.8443044866,1.115080602,0.5130731749,-0.05402365666
74058,2026-02-02,-0.0622487968,0.3539638938,0.04246822068,-0.4164656808,-0.4776099116,-0.5109584372,-0.8073483009,-1.208075695,-1.255178588,1.185636276,0.3132408044,3.460235116
74058,2026-02-01,-0.9023903828,-0.7950228854,-0.8857547577,-1.189238346,-1.264543515,-0.141618909,-0.616499387,-1.014667919,-1.029359119,-1.074161225,-1.008486248,1.143194264
74058,2026-01-31,-0.9008552212,-0.7845013054,-0.9126664802,-1.205707118,-1.2602384,0.08446957816,-0.4816476381,-0.8698177015,-0.8597767321,-1.195148492,-1.134405329,-0.5686125277
74058,2026-01-30,0.6894649917,1.518265185,0.7916113616,0.2358759085,0.2296874008,2.068456749,0.7644731431,0.356446335,0.4369402529,0.6364547066,1.093752366,-0.276365338
74058,2026-01-29,0.8376153316,1.890619009,0.9750108292,0.368157286,0.3717853256,1.63776406,0.4180130319,0.02417135231,0.09005608745,1.350725996,0.7288464458,-0.2169496987
74058,2026-01-28,0.4402847157,1.386345038,0.5544341973,0.003658277217,0.006091607247,0.9365950326,-0.03809627413,-0.4124534839,-0.3642206241,1.25184763,0.5930878907,-0.05951587716
74058,2026-01-27,0.07557030017,0.8715329295,0.1667715558,-0.3220687906,-0.3313255657,0.1860913019,-0.4811451939,-0.8474331154,-0.8183601248,1.171297706,0.4063298006,-0.4308898933
74058,2026-01-26,-0.3787432377,0.179056679,-0.334589803,-0.735771479,-0.7542191905,-0.01158820118,-0.6138083017,-0.9739237429,-0.9390772302,0.3393962091,0.2226047803,0.1294567907
74058,2026-01-25,-0.9953996851,-0.7896817048,-1.023521767,-1.312792716,-1.333316798,-0.3104787399,-0.8183182385,-1.166884367,-1.123197249,-0.8897330933,-0.5211529067,0.6103422193
74058,2026-01-24,-0.9470774067,-0.7061901715,-1.001221249,-1.289091733,-1.28797554,-0.04698614104,-0.6979245861,-1.036859143,-0.9680738445,-0.9349783461,-0.7176262229,-0.9792401315
74058,2026-01-23,0.2463929278,1.231577308,0.2543506832,-0.2225474126,-0.1689091003,1.43555099,0.1588004183,-0.1654404666,-0.04319869361,0.6456416588,1.53093622,0.2975838437
74058,2026-01-22,0.2774479967,1.367855047,0.2955401523,-0.2034491899,-0.1354702296,0.5273426237,-0.4208240308,-0.7485518197,-0.6410581671,1.54283341,1.437723192,0.4474662146
74058,2026-01-21,0.1375006035,1.216251035,0.1109690614,-0.3379932789,-0.2616063123,0.2897789132,-0.5913624333,-0.9137074579,-0.7940315137,1.570608822,1.146594741,0.4478620298
74058,2026-01-20,0.1775105794,1.375194259,0.1093269707,-0.2963031181,-0.2217463639,0.3298786878,-0.5861260358,-0.8849163309,-0.758689273,1.747655914,0.8771821597,0.2191511051
74058,2026-01-19,-0.5198770551,0.116395061,-0.5868915731,-0.9155190153,-0.8668845018,-0.4318681129,-1.012814915,-1.333979946,-1.212817527,0.6908806335,-0.7159983836,-0.8082116949
74058,2026-01-18,-0.9701366697,-0.6316477765,-1.033308664,-1.338798078,-1.286131341,-0.1962414546,-0.8347365126,-1.121000815,-0.9661697614,-0.8379749459,-0.6292957276,0.2008223117
74058,2026-01-17,-0.8695070628,-0.5321250956,-0.9701579852,-1.26934497,-1.187495915,0.1179376685,-0.537366632,-0.7664406047,-0.5805518464,-1.000820957,-0.8313337247,2.647262988
74058,2026-01-16,0.5795428928,1.161793476,0.3578100624,0.01521999791,0.1614501247,1.065498877,0.3504752627,0.2401675152,0.452792069,0.8867029596,1.652359467,2.402243379
74058,2026-01-15,0.2760109804,0.7363112014,0.09285688372,-0.2641159442,-0.1133215362,0.2056172182,-0.3644967287,-0.5935805409,-0.3756694691,1.303631676,1.67885046,1.030642437
74058,2026-01-14,0.5456263382,1.093566369,0.3021000421,-0.03226002062,0.1392862165,0.6211913515,6.04566071e-05,-0.1444162953,0.08604761821,1.352826394,1.654453111,2.28812084
74058,2026-01-13,0.3816981238,0.9542071243,0.1274263339,-0.1685635571,-0.005641951974,0.1478112318,-0.435481309,-0.6282955892,-0.3967145196,1.836742909,1.637797848,0.3531010867
74058,2026-01-12,-0.06997734507,0.3806935865,-0.2820358982,-0.5586696625,-0.4142842872,-0.4073243617,-0.9342772576,-1.185985942,-0.9417216387,1.675153618,1.157882428,-0.09787422714
74058,2026-01-11,-1.16552556,-0.8897427283,-1.249316687,-1.547233736,-1.418173256,-0.9140622617,-1.405433926,-1.72345531,-1.432152767,-0.7860578855,-0.6810938816,-0.7580411827
74058,2026-01-10,-1.179456817,-0.959068475,-1.302684168,-1.589160123,-1.428850156,-0.8706415952,-1.357467876,-1.645412397,-1.31528279,-1.002040291,-0.7075877075,-1.1522479
74058,2026-01-09,-0.0294468598,0.190500875,-0.3139273185,-0.5800107335,-0.3696096028,-0.2188797443,-0.6900084968,-0.8709306699,-0.5470523885,0.8478562512,1.559169723,-0.385352272
74058,2026-01-08,0.01708154117,0.2019019259,-0.2679790019,-0.5501836853,-0.3248032745,-0.3748713948,-0.8243237922,-1.02937797,-0.6848884233,1.126959776,1.280479923,-0.2655177224
74058,2026-01-07,-0.07220560807,0.1337953876,-0.3689163032,-0.6390946907,-0.4048591323,-0.432056242,-0.9036278504,-1.102424429,-0.7433210528,1.074735326,1.212601705,-0.6683042356
74058,2026-01-06,-0.3027225529,-0.08215708368,-0.5862565493,-0.8381029422,-0.6147896418,-0.7346372391,-1.216235503,-1.433196671,-1.056837048,1.052774711,0.7432285003,-0.707559428
74058,2026-01-05,-0.7141414259,-0.5340416036,-0.9555643526,-1.20231382,-0.9933020902,-1.214043395,-1.706012695,-1.967250562,-1.543230175,0.6872872928,0.04343110772,-1.093958659
74058,2026-01-04,-1.511848323,-1.340629724,-1.674587936,-1.949576247,-1.733177845,-1.831945521,-2.358301707,-2.662249727,-2.136135297,-1.047084176,-0.7863776003,-1.41385785
74058,2026-01-03,-1.506298051,-1.426160327,-1.741118216,-1.990801646,-1.731434377,-2.082099897,-2.585745496,-2.839879386,-2.219215938,-0.9921482572,-0.9340670285,-0.8406435564
74058,2026-01-02,-1.319069526,-1.342579077,-1.612777143,-1.862706732,-1.560177046,-1.988638846,-2.38357507,-2.587365775,-1.926260649,-0.8252750068,-0.8199603153,-1.494264822
74058,2026-01-01,-1.416915615,-1.542726634,-1.731670391,-1.998064144,-1.656842803,-2.073025693,-2.360971707,-2.527714861,-1.819541697,-1.324156674,-0.9834040292,-1.360267667
74058,2025-12-31,-0.9990824679,-1.178681104,-1.415492137,-1.618547857,-1.274957151,-1.104820076,-1.383239978,-1.36097604,-0.8135349588,-1.2321838,-0.7363886032,-0.7160762511
74058,2025-12-30,-0.6723975099,-0.8811177532,-1.163693782,-1.310188925,-0.9729904779,-0.9397750304,-1.203707345,-1.117340424,-0.5997445439,-0.7123307729,-0.8105390161,-1.197259365
74058,2025-12-29,-0.5553265786,-0.7992285097,-1.094416776,-1.195420719,-0.8630234178,-0.941857485,-1.191503318,-1.054888093,-0.5457160517,-0.5314766944,-0.8624681222,-1.401866444
74058,2025-12-28,-0.8210877448,-1.099088013,-1.377883488,-1.467559853,-1.108991866,-0.8419396894,-1.112639019,-0.9483341722,-0.4313488498,-1.209711397,-0.9383805085,-1.050979977
74058,2025-12-27,-0.7436372503,-1.078937055,-1.355302939,-1.417050451,-1.034295707,-0.4891889866,-0.7607525112,-0.5652511733,-0.08342634029,-1.408547714,-0.99955449,-1.201145924
74058,2025-12-26,-0.7009460642,-1.103833463,-1.325863053,-1.396421789,-0.9985595345,-1.03459042,-1.25902449,-1.091290081,-0.5364080795,-1.024442019,-0.9671914377,-1.139863616
74058,2025-12-25,-0.8813812591,-1.378036509,-1.509475507,-1.595439335,-1.176890721,-1.309742327,-1.477555686,-1.306639351,-0.7192573432,-1.344007159,-1.035894959,-1.112639171
74058,2025-12-24,-1.037146246,-1.614563655,-1.721853876,-1.777387275,-1.332616372,-2.301617091,-2.383426334,-2.147178853,-1.42217018,-1.002928535,-1.300772536,-1.222325851
74058,2025-12-23,-0.7552155797,-1.357155149,-1.513936397,-1.499814378,-1.075722175,-1.987750145,-2.008181899,-1.666503203,-1.018402283,-0.7408831128,-0.8437690458,-1.376408173
74058,2025-12-22,-0.6845955377,-1.354935055,-1.502199688,-1.430232301,-1.012144933,-2.245440174,-2.255855832,-1.797414255,-1.123901943,-0.4798423487,-0.6976682844,-1.319129361
74058,2025-12-21,-1.104572506,-1.922582327,-1.998799099,-1.882851373,-1.414803102,-2.205269264,-2.147277229,-1.616415999,-0.9429338274,-1.807789288,-1.135281338,-1.689723157
74058,2025-12-20,-0.9373711189,-1.862773229,-1.923443616,-1.754576311,-1.256088197,-1.783021987,-1.664936649,-1.124581561,-0.5111605956,-1.931354581,-1.275841354,-0.9282711516
74058,2025-12-19,0.5862290393,-0.2731960489,-0.36146275,-0.231815534,0.1895068177,0.5942180325,0.7476660363,1.085333547,1.339188603,-0.7143138988,0.3512119051,-0.9189580766
74058,2025-12-18,1.334763633,0.4894826614,0.4030011262,0.5197918635,0.9013390824,0.9526159394,1.10961714,1.413970494,1.61528406,0.1268466555,0.9123069697,-0.4334464265
74058,2025-12-17,1.611258895,0.8257084947,0.6739842025,0.8045184156,1.171217046,1.513237075,1.630216167,1.901697901,2.017713918,0.2229645734,1.040188006,-0.4163409876
74058,2025-12-16,1.361149032,0.6162284699,0.418315028,0.5636920986,0.9434134303,0.7228686083,0.7794673839,1.116367117,1.368804394,0.4863442049,1.099187965,-0.5246811107
74058,2025-12-15,1.185042187,0.3918666644,0.2459490827,0.3991629689,0.7841887867,0.5177790358,0.6356947134,0.9787432549,1.254137011,0.317062186,0.9290507391,-0.521099121
74058,2025-12-14,-0.4541738404,-1.265217098,-1.391946752,-1.230838392,-0.7599900873,-0.7973461011,-0.7241390576,-0.2954496356,0.1954140977,-1.470989134,-0.9387783883,-0.5499536914
74058,2025-12-13,-0.5792479731,-1.490742258,-1.556740608,-1.374525294,-0.8723473847,-0.7412431714,-0.6069137706,-0.2118442673,0.2732532638,-1.870284473,-1.003929131,-0.5185911681
74058,2025-12-12,0.8929841915,-0.04906556197,-0.04691347618,0.09869439604,0.5191510731,0.02684582879,0.2016626253,0.529603376,0.8961530144,-0.002964815097,1.497702813,-0.5636523599
74058,2025-12-11,1.365131528,0.3995957345,0.4382481359,0.5760313481,0.9693445991,0.2762802196,0.481790845,0.7934730468,1.118973684,0.4798988829,1.088773224,-0.555943779
74058,2025-12-10,1.156354966,0.2354098691,0.24008727,0.3759746705,0.7800868953,-0.2311532435,-0.04579063566,0.2630903623,0.6691550035,0.6795417498,0.6282330666,-0.5327444022
74058,2025-12-09,1.11313364,0.2332662253,0.1955651762,0.3443578045,0.7457698965,-0.1925461225,-0.02485800052,0.2869343025,0.685410603,0.648310565,0.5715849976,-0.5424060906
74058,2025-12-08,0.9623208024,0.05232362315,0.04287427802,0.2083843893,0.6096140766,-0.1958048905,0.02186439607,0.341886255,0.730569723,0.361925534,0.4650760433,-0.6125465031
74058,2025-12-07,-0.7227932785,-1.589288536,-1.631952417,-1.434585891,-0.9737223975,-1.668692904,-1.419971439,-1.041269406,-0.4715269583,-1.515285077,-1.084515927,-0.5135714882
74058,2025-12-06,-0.6306886834,-1.626362572,-1.598601166,-1.350949423,-0.8820640885,-1.420757468,-1.078649719,-0.6863830544,-0.1685282245,-1.705137857,-1.346751752,-0.6349712251
74058,2025-12-05,1.680700929,0.5749942264,0.7182941292,0.920129086,1.296144008,1.410012992,1.70567827,1.979696623,2.17095565,-0.06479848868,0.9325848866,-0.5896191786
74058,2025-12-04,1.933186501,0.8379097949,0.987915636,1.17998078,1.547302782,1.145284438,1.425531326,1.701162412,1.92932725,0.4506204405,0.961951528,-0.6225538668
74058,2025-12-03,1.354291012,0.3262719726,0.4354112172,0.6252826196,1.010719211,0.1313128016,0.42512151,0.7301286307,1.067035206,0.5059798119,0.7554922971,-0.5784046053
74058,2025-12-02,1.133910182,0.1674492346,0.2286942759,0.4223590709,0.8092108281,-0.2479699532,0.002759751634,0.3220463241,0.6959633142,0.6061525643,0.5356091926,-0.6941919482
74058,2025-12-01,1.077928701,0.1172379218,0.1786743421,0.3795877736,0.7626802718,-0.3389172331,-0.06691751206,0.2569030864,0.6322966313,0.6082685065,0.265675543,-0.3229463712
74058,2025-11-30,-0.4819523043,-1.36926958,-1.36489514,-1.106033211,-0.7115073873,-1.01666441,-0.7182221983,-0.3555319288,0.06847599645,-1.530011078,-1.085557744,-0.3227967462
74058,2025-11-29,-0.328250159,-1.315829597,-1.250463621,-0.961168728,-0.5618433901,-0.3117612853,0.03232231476,0.3517619057,0.7187408533,-1.8687635,-1.347176816,-0.3616268702
74058,2025-11-28,0.2207431003,-0.8566215216,-0.6871068003,-0.4346342374,-0.0361152797,-0.1683075147,0.2104007229,0.5115810016,0.8663220576,-1.170572916,-1.741986222,-0.3348810481
74058,2025-11-27,-0.1113276853,-1.245197352,-1.011441136,-0.7503802413,-0.3448145767,-1.247482054,-0.8149068644,-0.4517712299,-0.02184834767,-1.02327366,-2.095589552,-0.4699376222
74058,2025-11-26,0.4700268716,-0.6416480645,-0.4654522039,-0.1888219131,0.2040169637,-0.6315787615,-0.2684032602,0.1037376718,0.4869690573,-0.4295565784,-1.415709559,-0.5283622972
